Wikidata_URI15	id	city_name	DBpedia_URI	rating	label	DBpedia_URI15	YAGO_URI15
http://www.wikidata.org/entity/Q16666	153.0	Nanjing	http://dbpedia.org/resource/Nanjing	62.0	medium	http://dbpedia.org/resource/Nanjing	http://yago-knowledge.org/resource/Nanjing
http://www.wikidata.org/entity/Q1854	154.0	Ho Chi Minh City	http://dbpedia.org/resource/Ho_Chi_Minh_City	61.5	medium	http://dbpedia.org/resource/Ho_Chi_Minh_City	http://yago-knowledge.org/resource/Ho_Chi_Minh_City
http://www.wikidata.org/entity/Q9326	155.0	Vientiane	http://dbpedia.org/resource/Vientiane	61.0	medium	http://dbpedia.org/resource/Vientiane	http://yago-knowledge.org/resource/Vientiane
http://www.wikidata.org/entity/Q3820	156.0	Beirut	http://dbpedia.org/resource/Beirut	61.0	medium	http://dbpedia.org/resource/Beirut	http://yago-knowledge.org/resource/Beirut
http://www.wikidata.org/entity/Q1899	157.0	Kiev	http://dbpedia.org/resource/Kiev	58.5	medium	http://dbpedia.org/resource/Kiev	http://yago-knowledge.org/resource/Kiev
http://www.wikidata.org/entity/Q384	158.0	Skopje	http://dbpedia.org/resource/Skopje	58.0	medium	http://dbpedia.org/resource/Skopje	http://yago-knowledge.org/resource/Skopje
http://www.wikidata.org/entity/Q656	159.0	St. Petersburg	http://dbpedia.org/resource/St._Petersburg	58.0	medium	http://dbpedia.org/resource/Saint_Petersburg	http://yago-knowledge.org/resource/Saint_Petersburg
http://www.wikidata.org/entity/Q649	160.0	Moscow	http://dbpedia.org/resource/Moscow	57.5	medium	http://dbpedia.org/resource/Moscow	http://yago-knowledge.org/resource/Moscow
http://www.wikidata.org/entity/Q11720	161.0	Shenyang	http://dbpedia.org/resource/Shenyang	57.0	medium	http://dbpedia.org/resource/Shenyang	http://yago-knowledge.org/resource/Shenyang
http://www.wikidata.org/entity/Q1156	162.0	Mumbai	http://dbpedia.org/resource/Mumbai	56.0	medium	http://dbpedia.org/resource/Mumbai	http://yago-knowledge.org/resource/Mumbai
http://www.wikidata.org/entity/Q11739	163.0	Lahore	http://dbpedia.org/resource/Lahore	55.5	medium	http://dbpedia.org/resource/Lahore	http://yago-knowledge.org/resource/Lahore
http://www.wikidata.org/entity/Q8660	164.0	Karachi	http://dbpedia.org/resource/Karachi	55.5	medium	http://dbpedia.org/resource/Karachi	http://yago-knowledge.org/resource/Karachi
http://www.wikidata.org/entity/Q3766	165.0	Damascus	http://dbpedia.org/resource/Damascus	55.5	medium	http://dbpedia.org/resource/Damascus	http://yago-knowledge.org/resource/Damascus
http://www.wikidata.org/entity/Q3616	166.0	Tehran	http://dbpedia.org/resource/Tehran	55.0	medium	http://dbpedia.org/resource/Tehran	http://yago-knowledge.org/resource/Tehran
http://www.wikidata.org/entity/Q3274	167.0	Managua	http://dbpedia.org/resource/Managua	54.5	medium	http://dbpedia.org/resource/Managua	http://yago-knowledge.org/resource/Managua
http://www.wikidata.org/entity/Q1355	168.0	Bangalore	http://dbpedia.org/resource/Bangalore	54.0	medium	http://dbpedia.org/resource/Bangalore	http://yago-knowledge.org/resource/Bangalore
http://www.wikidata.org/entity/Q977	169.0	Djibouti	http://dbpedia.org/resource/Djibouti	54.0	medium	http://dbpedia.org/resource/Djibouti	http://yago-knowledge.org/resource/Djibouti
http://www.wikidata.org/entity/Q1858	170.0	Hanoi	http://dbpedia.org/resource/Hanoi	53.5	medium	http://dbpedia.org/resource/Hanoi	http://yago-knowledge.org/resource/Hanoi
http://www.wikidata.org/entity/Q3110	171.0	San Salvador	http://dbpedia.org/resource/San_Salvador	53.0	medium	http://dbpedia.org/resource/San_Salvador	http://yago-knowledge.org/resource/San_Salvador
http://www.wikidata.org/entity/Q45208	172.0	Jilin	http://dbpedia.org/resource/Jilin	52.0	medium	http://dbpedia.org/resource/Jilin	http://yago-knowledge.org/resource/Jilin
http://www.wikidata.org/entity/Q1352	173.0	Madras	http://dbpedia.org/resource/Madras	50.5	medium	http://dbpedia.org/resource/Chennai	http://yago-knowledge.org/resource/Chennai
http://www.wikidata.org/entity/Q19689	174.0	Tirana	http://dbpedia.org/resource/Tirana	49.5	low	http://dbpedia.org/resource/Tirana	http://yago-knowledge.org/resource/Tirana
http://www.wikidata.org/entity/Q2280	175.0	Minsk	http://dbpedia.org/resource/Minsk	49.5	low	http://dbpedia.org/resource/Minsk	http://yago-knowledge.org/resource/Minsk
http://www.wikidata.org/entity/Q37995	176.0	Yangon	http://dbpedia.org/resource/Yangon	49.5	low	http://dbpedia.org/resource/Yangon	http://yago-knowledge.org/resource/Yangon
http://www.wikidata.org/entity/Q3808	177.0	Yaounde	http://dbpedia.org/resource/Yaounde	49.5	low	http://dbpedia.org/resource/Yaoundé	
http://www.wikidata.org/entity/Q43595	178.0	Cotonou	http://dbpedia.org/resource/Cotonou	49.0	low	http://dbpedia.org/resource/Cotonou	http://yago-knowledge.org/resource/Cotonou
http://www.wikidata.org/entity/Q883	179.0	Novosibirsk	http://dbpedia.org/resource/Novosibirsk	48.5	low	http://dbpedia.org/resource/Novosibirsk	http://yago-knowledge.org/resource/Novosibirsk
http://www.wikidata.org/entity/Q3579	180.0	Tripoli	http://dbpedia.org/resource/Tripoli	48.5	low	http://dbpedia.org/resource/Tripoli	
http://www.wikidata.org/entity/Q987	181.0	New Delhi	http://dbpedia.org/resource/New_Delhi	48.0	low	http://dbpedia.org/resource/New_Delhi	http://yago-knowledge.org/resource/New_Delhi
http://www.wikidata.org/entity/Q900	182.0	Kazan	http://dbpedia.org/resource/Kazan	47.5	low	http://dbpedia.org/resource/Kazan	http://yago-knowledge.org/resource/Kazan
http://www.wikidata.org/entity/Q34261	183.0	Port Au Prince	http://dbpedia.org/resource/Port_Au_Prince	47.0	low	http://dbpedia.org/resource/Port-au-Prince	http://yago-knowledge.org/resource/Port-au-Prince
http://www.wikidata.org/entity/Q1354	184.0	Dacca	http://dbpedia.org/resource/Dacca	47.0	low	http://dbpedia.org/resource/Dhaka	http://yago-knowledge.org/resource/Dhaka
http://www.wikidata.org/entity/Q3561	185.0	Algiers	http://dbpedia.org/resource/Algiers	47.0	low	http://dbpedia.org/resource/Algiers	http://yago-knowledge.org/resource/Algiers
http://www.wikidata.org/entity/Q132830	186.0	Douala	http://dbpedia.org/resource/Douala	46.5	low	http://dbpedia.org/resource/Douala	http://yago-knowledge.org/resource/Douala
http://www.wikidata.org/entity/Q35493	187.0	Almaty	http://dbpedia.org/resource/Almaty	46.5	low	http://dbpedia.org/resource/Almaty	http://yago-knowledge.org/resource/Almaty
http://www.wikidata.org/entity/Q1563	188.0	Havana	http://dbpedia.org/resource/Havana	46.0	low	http://dbpedia.org/resource/Havana	http://yago-knowledge.org/resource/Havana
http://www.wikidata.org/entity/Q11194	189.0	Sarajevo	http://dbpedia.org/resource/Sarajevo	46.0	low	http://dbpedia.org/resource/Sarajevo	http://yago-knowledge.org/resource/Sarajevo
http://www.wikidata.org/entity/Q9248	190.0	Baku	http://dbpedia.org/resource/Baku	44.5	low	http://dbpedia.org/resource/Baku	http://yago-knowledge.org/resource/Baku
http://www.wikidata.org/entity/Q269	191.0	Tashkent	http://dbpedia.org/resource/Tashkent	44.5	low	http://dbpedia.org/resource/Tashkent	http://yago-knowledge.org/resource/Tashkent
http://www.wikidata.org/entity/Q1960	192.0	Dar Es Salaam	http://dbpedia.org/resource/Dar_Es_Salaam	44.0	low	http://dbpedia.org/resource/Dar_es_Salaam	http://yago-knowledge.org/resource/Dar_es_Salaam
http://www.wikidata.org/entity/Q13195078	193.0	Lome	http://dbpedia.org/resource/Lome	42.5	low	http://dbpedia.org/resource/Lome	
http://www.wikidata.org/entity/Q3889	194.0	Maputo	http://dbpedia.org/resource/Maputo	42.0	low	http://dbpedia.org/resource/Maputo	http://yago-knowledge.org/resource/Maputo
http://www.wikidata.org/entity/Q3915	195.0	Antananarivo	http://dbpedia.org/resource/Antananarivo	42.0	low	http://dbpedia.org/resource/Antananarivo	http://yago-knowledge.org/resource/Antananarivo
http://www.wikidata.org/entity/Q3733	196.0	Conakry	http://dbpedia.org/resource/Conakry	41.0	low	http://dbpedia.org/resource/Conakry	http://yago-knowledge.org/resource/Conakry
http://www.wikidata.org/entity/Q8673	197.0	Lagos	http://dbpedia.org/resource/Lagos	40.5	low	http://dbpedia.org/resource/Lagos	http://yago-knowledge.org/resource/Lagos
http://www.wikidata.org/entity/Q3659	198.0	Ndjamena	http://dbpedia.org/resource/Ndjamena	40.0	low	http://dbpedia.org/resource/N'Djamena	http://yago-knowledge.org/resource/N'Djamena
http://www.wikidata.org/entity/Q1363405	199.0	Sanaa	http://dbpedia.org/resource/Sanaa	40.0	low	http://dbpedia.org/resource/Sanaa	
http://www.wikidata.org/entity/Q3688	200.0	Nouakchott	http://dbpedia.org/resource/Nouakchott	40.0	low	http://dbpedia.org/resource/Nouakchott	http://yago-knowledge.org/resource/Nouakchott
http://www.wikidata.org/entity/Q217432	201.0	Port Harcourt	http://dbpedia.org/resource/Port_Harcourt	39.5	low	http://dbpedia.org/resource/Port_Harcourt	http://yago-knowledge.org/resource/Port_Harcourt
http://www.wikidata.org/entity/Q3711	202.0	Belgrade	http://dbpedia.org/resource/Belgrade	39.0	low	http://dbpedia.org/resource/Belgrade	http://yago-knowledge.org/resource/Belgrade
http://www.wikidata.org/entity/Q3674	203.0	Niamey	http://dbpedia.org/resource/Niamey	38.0	low	http://dbpedia.org/resource/Niamey	http://yago-knowledge.org/resource/Niamey
http://www.wikidata.org/entity/Q3703	204.0	Bamako	http://dbpedia.org/resource/Bamako	37.0	low	http://dbpedia.org/resource/Bamako	http://yago-knowledge.org/resource/Bamako
http://www.wikidata.org/entity/Q3838	205.0	Kinshasa	http://dbpedia.org/resource/Kinshasa	37.0	low	http://dbpedia.org/resource/Kinshasa	http://yago-knowledge.org/resource/Kinshasa
http://www.wikidata.org/entity/Q3777	206.0	Ouagadougou	http://dbpedia.org/resource/Ouagadougou	36.5	low	http://dbpedia.org/resource/Ouagadougou	http://yago-knowledge.org/resource/Ouagadougou
http://www.wikidata.org/entity/Q3897	207.0	Luanda	http://dbpedia.org/resource/Luanda	36.0	low	http://dbpedia.org/resource/Luanda	http://yago-knowledge.org/resource/Luanda
http://www.wikidata.org/entity/Q3832	208.0	Bangui	http://dbpedia.org/resource/Bangui	33.5	low	http://dbpedia.org/resource/Bangui	http://yago-knowledge.org/resource/Bangui
http://www.wikidata.org/entity/Q1530	209.0	Baghdad	http://dbpedia.org/resource/Baghdad	33.0	low	http://dbpedia.org/resource/Baghdad	http://yago-knowledge.org/resource/Baghdad
http://www.wikidata.org/entity/Q1963	210.0	Khartoum	http://dbpedia.org/resource/Khartoum	33.0	low	http://dbpedia.org/resource/Khartoum	http://yago-knowledge.org/resource/Khartoum
http://www.wikidata.org/entity/Q223920	211.0	Pointe Noire	http://dbpedia.org/resource/Pointe_Noire	30.5	low	http://dbpedia.org/resource/Pointe-Noire	http://yago-knowledge.org/resource/Pointe-Noire
http://www.wikidata.org/entity/Q3844	212.0	Brazzaville	http://dbpedia.org/resource/Brazzaville	23.0	low	http://dbpedia.org/resource/Brazzaville	http://yago-knowledge.org/resource/Brazzaville
